puuid,summonerLevel,tier,rank,swiftplay_kills,swiftplay_deaths,swiftplay_assists,swiftplay_kd,swiftplay_ad,swiftplay_kda,swiftplay_kad,swiftplay_win_loss_ratio,ranked_kills,ranked_deaths,ranked_assists,ranked_kd,ranked_ad,ranked_kda,ranked_kad,ranked_win_loss_ratio
nQKEDe2Kv5u5uXN9KgvnST0l6zJsP_np06cmoJUaMzYkARR4kOYAZuTVIL6t8p5pFHSQEeFtlkNDUA,544,EMERALD,II,4,9,3,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.7777777777777778,1.0,561,613,507,0.9151712887438825,0.8270799347471451,1.3287112561174552,1.7422512234910277,0.8518518518518519
__dpPmgxcdSIbAoWHX6uGOySfxdTvLQZMp3BcEFeDo6wCQ_9FkZe5Ng1P_UZVRrIh0OXo694pylLAQ,223,PLATINUM,II,322,318,237,1.0125786163522013,0.7452830188679245,1.3852201257861636,1.7578616352201257,0.8333333333333334,605,345,279,1.7536231884057971,0.808695652173913,2.1579710144927535,2.56231884057971,2.8
zr7Zm2PLNQXOubGAAeLxx87tOJFb3ijhc7HBHArgnOTDzo0DUjnSJAwbXwYylnYgohmrbUopqXrHrw,668,DIAMOND,IV,104,91,79,1.1428571428571428,0.8681318681318682,1.5769230769230769,2.010989010989011,2.25,703,655,640,1.0732824427480916,0.9770992366412213,1.5618320610687022,2.050381679389313,0.7857142857142857
SZbsrg9Jz092tV8IoZQ_GH2snkf3bYB2yLNFC5-Io9Uvr5SkaWEwNetv82_Lav32-_BWbMZnlXoiOw,186,PLATINUM,I,4,13,8,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.9230769230769231,0.0,159,709,1452,0.22425952045133993,2.0479548660084625,1.2482369534555713,2.2722143864598023,1.380952380952381
V-Nwr8ASbmwGran_jpw2lZrxrcXocHMP3c3pHDeo_lgpYkJwPk8cCk1iP8mUizjreRGyf_EF-bCB8w,865,UNRANKED,UNRANKED,90,66,82,1.3636363636363635,1.2424242424242424,1.9848484848484849,2.606060606060606,0.8333333333333334,170,281,824,0.604982206405694,2.9323843416370106,2.0711743772241995,3.5373665480427046,1.380952380952381
1xH2vLy7JLB8YDqYHdzIDw1cBtr8-xT2O4kNRD5C2jtbiCH4yey3kEjTGjLGmMlHSOB34cuojNL8LA,837,UNRANKED,UNRANKED,4,13,13,0.3076923076923077,1.0,0.8076923076923077,1.3076923076923077,0.0,142,479,1727,0.2964509394572025,3.605427974947808,2.0991649269311066,3.9018789144050103,1.9411764705882353
o3XmpI7ssiXz0tzO-1emHhuoxEuT4C3_Phs8TsYaGJ1gWeF_5OWEXtsQbxhLqSnjFBNpzwK5syKC9A,714,DIAMOND,III,93,114,111,0.8157894736842105,0.9736842105263158,1.3026315789473684,1.7894736842105263,1.0,647,630,654,1.0269841269841269,1.0380952380952382,1.546031746031746,2.0650793650793653,1.0
MiMHToDw7yXYyNZmEo_A9OkxKeaiN_a_Vhqd5mqGggNJ2Z5K5AHb5KEteTjhx8tB6WuUDYRL_veH-Q,78,EMERALD,II,409,368,287,1.111413043478261,0.779891304347826,1.5013586956521738,1.891304347826087,1.1612903225806452,823,687,599,1.197962154294032,0.8719068413391557,1.6339155749636098,2.069868995633188,0.8867924528301887
zlsS3xUAXd0m1hNxrPi-I1qKZxb61nkZZKPpmkYY1KT_-fb_w1S1FQQOsCtqy6iGFIYyxn-WntOFhg,535,MASTER,I,37,23,13,1.608695652173913,0.5652173913043478,1.891304347826087,2.1739130434782608,2.0,657,377,620,1.742705570291777,1.6445623342175066,2.5649867374005306,3.387267904509284,1.3255813953488371
aZzwN1UcPmduuOD_EtfCPcQVCrnpfQo_VGaty1FFM5RmQMRh6QB7QmzKSe1XI3krwjg8ogCvk11vaQ,69,DIAMOND,I,82,76,278,1.0789473684210527,3.6578947368421053,2.9078947368421053,4.7368421052631575,1.0909090909090908,94,409,1517,0.22982885085574573,3.709046454767726,2.084352078239609,3.9388753056234718,1.127659574468085
nvF_VjsOZ10oS9ht0Vcuk9J4DPlW3wOZojbdQVHIb_OojYHtQsfGULIEtvm6HRMKuQdywhxfpaaZhA,156,UNRANKED,UNRANKED,458,464,688,0.9870689655172413,1.4827586206896552,1.728448275862069,2.4698275862068964,0.7857142857142857,279,394,875,0.7081218274111675,2.220812182741117,1.8185279187817258,2.9289340101522843,0.975609756097561
eJWNfj2rX4XJyMCevw2fHJ-_pasL3SsW_NNH8qqeaX_vQ_syKnjulGvLO4Kt89voC-MC9DuAFdDv6Q,6,UNRANKED,UNRANKED,386,376,384,1.0265957446808511,1.0212765957446808,1.5372340425531914,2.047872340425532,1.2580645161290323,,,,,,,,
mujAueSMvTZEv9czRkz33YW_KOs-L7ez0-GUhBKC6GdzAYdLkZVakEwpxjON5u7PMSvnaDZFtbL3rg,199,GOLD,III,443,376,648,1.178191489361702,1.7234042553191489,2.0398936170212765,2.901595744680851,1.127659574468085,522,397,525,1.314861460957179,1.3224181360201512,1.9760705289672544,2.63727959697733,0.851063829787234
tRXxuvIVfrA5Pk8W2uh2cag99i5FYzKLlzgxN94fhjZkw_sG40bgfpCwut2-tB_QHyLfmZdQQ_t2kw,438,UNRANKED,UNRANKED,172,163,156,1.0552147239263803,0.9570552147239264,1.5337423312883436,2.0122699386503067,1.25,69,65,85,1.0615384615384615,1.3076923076923077,1.7153846153846153,2.3692307692307693,4.0
ZzTO9cBWYkkqAE53P_lgAP7x4Ko95VIKLBReel_KFLchncHZCdBOB7XPVrCq9Kxr8ThQpWmczwt81g,54,UNRANKED,UNRANKED,436,528,809,0.8257575757575758,1.5321969696969697,1.5918560606060606,2.3579545454545454,1.3255813953488371,,,,,,,,
q5NL9n8B4E6J5KBCdet6e6m76fi_Qo8eesElxs8T1fN1ykjio5AusE1nI8Pxmu87yihFQZxQtse6LQ,1101,PLATINUM,II,437,232,222,1.8836206896551724,0.9568965517241379,2.3620689655172415,2.8405172413793105,1.0416666666666667,299,531,1275,0.5630885122410546,2.401129943502825,1.7636534839924671,2.9642184557438793,0.7543859649122807
ZKSYXDmnJUzOU99NkmBk5XoQ4qN3gUHXF_8jvIGXMqowhbztPvd8TF8rFhJjZZjPEhI69LHSJaQnaw,141,UNRANKED,UNRANKED,378,465,734,0.8129032258064516,1.578494623655914,1.6021505376344085,2.3913978494623658,1.2727272727272727,217,217,230,1.0,1.0599078341013826,1.5299539170506913,2.0599078341013826,1.0588235294117647
RNy8BY2w9XlbVNubAtBwhlIFgQns9b-2GoO4vjkF0rq78TmxrUzf8HRl7kkbOJPNGZw27Wzh11CZsA,123,UNRANKED,UNRANKED,218,155,165,1.4064516129032258,1.064516129032258,1.9387096774193548,2.470967741935484,1.4166666666666667,25,51,30,0.49019607843137253,0.5882352941176471,0.7843137254901961,1.0784313725490196,0.125
8iCBepY0O82HZhfpuBdg7iRAmt0o-m2jLnzwbdePfa5oSJD5qwvMtR0WrmbHqRXpiXAZ1lcYqW36Eg,23,UNRANKED,UNRANKED,68,179,333,0.37988826815642457,1.8603351955307263,1.3100558659217878,2.2402234636871508,1.0,,,,,,,,
eIqzrAlG0YUBYT8d6AvG99-4eX43tkaNGeJzJ6lP1iId2qEsItnFlaxjw-C8U7J7Hb3aAD3VtI0tvQ,332,DIAMOND,IV,399,322,514,1.2391304347826086,1.5962732919254659,2.0372670807453415,2.8354037267080745,1.2105263157894737,481,371,804,1.2964959568733154,2.1671159029649596,2.3800539083557952,3.463611859838275,1.2222222222222223
scNNbI_ukne3WyI8RjO7MeeYVZ08nTEWKSWwgTX_Trun5DU-5GY8LnwJzxRKIfIhNVHhhkcEOFuS6w,278,BRONZE,I,32,15,21,2.1333333333333333,1.4,2.8333333333333335,3.533333333333333,3.0,694,594,731,1.1683501683501682,1.2306397306397305,1.7836700336700337,2.398989898989899,0.9607843137254902
