puuid,summonerLevel,tier,rank,swiftplay_kills,swiftplay_deaths,swiftplay_assists,swiftplay_kd,swiftplay_ad,swiftplay_kda,swiftplay_kad,swiftplay_win_loss_ratio,ranked_kills,ranked_deaths,ranked_assists,ranked_kd,ranked_ad,ranked_kda,ranked_kad,ranked_win_loss_ratio
_HVJWVxqpXCOr32VMYUMQYhOZg0nGG9Xtdcxp7KKJj7Wrz-S7PBNiOsKRgcpt1lDG4EVVDT_7HSX-A,333,GOLD,I,15,6,4,2.5,0.6666666666666666,2.8333333333333335,3.1666666666666665,0.0,610,551,864,1.1070780399274047,1.5680580762250453,1.8911070780399275,2.67513611615245,1.127659574468085
46CkOcYIhAukee57MnRkPuBMnJuYjcpa-ieBd0ti3F4u2RHgoSobiNeF8gwq0dt3DM_kGjpuhXjzDA,176,IRON,IV,437,372,367,1.174731182795699,0.9865591397849462,1.668010752688172,2.161290322580645,1.3255813953488371,223,247,217,0.902834008097166,0.8785425101214575,1.3421052631578947,1.7813765182186234,0.6428571428571429
ATamDOgU4tziS00U5l3sFB3v5yYZoK_VhznKM2yBLeIoXvX2VAGiXjny1pPC104__DnGoaaHulx-9g,578,GOLD,III,6,2,17,3.0,8.5,7.25,11.5,2.0,196,582,1249,0.33676975945017185,2.1460481099656357,1.4097938144329898,2.4828178694158076,0.7241379310344828
qwpTx8dqPymiZ4GGxtfFmJCdHcbQ1rJYcf5Kh92AyC4jIwIkx0D58no4Iga4rKSJoLlWxcTQ1uCfIw,463,GOLD,I,3,3,17,1.0,5.666666666666667,3.8333333333333335,6.666666666666667,1.0,486,461,1057,1.054229934924078,2.292841648590022,2.200650759219089,3.3470715835141,1.0
