matchId,gameDuration,endOfGameResult,gameEndedInSurrender,gameEndedInEarlySurrenderNA1_5250028059,1782,GameComplete,False,False
NA1_5246181289,1772,GameComplete,False,False
NA1_5239310996,2083,GameComplete,False,False
NA1_5239284987,1517,GameComplete,False,False
NA1_5239035560,1560,GameComplete,False,False
NA1_5226940578,2498,GameComplete,False,False
NA1_5226908647,1683,GameComplete,False,False
NA1_5226883177,1606,GameComplete,False,False
NA1_5223990816,1847,GameComplete,False,False
NA1_5222286495,1666,GameComplete,False,False
NA1_5222279880,1747,GameComplete,True,False
NA1_5221412849,2406,GameComplete,False,False
NA1_5180124592,2028,GameComplete,False,False
NA1_5180102426,1797,GameComplete,False,False
NA1_5180083221,1799,GameComplete,False,False
NA1_5180070884,1369,GameComplete,False,False
NA1_5180058243,939,GameComplete,True,False
NA1_5179723883,1620,GameComplete,True,False
NA1_5179683072,1791,GameComplete,False,False
NA1_5179631901,2408,GameComplete,False,False
NA1_5179421633,2018,GameComplete,False,False
NA1_5179230122,1850,GameComplete,True,False
NA1_5179203548,1804,GameComplete,False,False
NA1_5179192927,1216,GameComplete,True,False
NA1_5179160526,159,GameComplete,False,True
NA1_5179014472,2187,GameComplete,False,False
NA1_5178992662,2016,GameComplete,False,False
NA1_5178968062,2043,GameComplete,False,False
NA1_5178477756,1737,GameComplete,True,False
NA1_5178203354,2070,GameComplete,False,False
NA1_5178173180,2282,GameComplete,False,False
NA1_5178150549,1375,GameComplete,True,False
NA1_5178116599,2120,GameComplete,False,False
NA1_5178074490,2220,GameComplete,False,False
NA1_5178029641,2220,GameComplete,False,False
NA1_5177981095,2494,GameComplete,False,False
NA1_5176235778,1421,GameComplete,True,False
NA1_5176197348,1735,GameComplete,True,False
NA1_5156384989,1661,GameComplete,True,False
NA1_5156361478,1686,GameComplete,False,False
NA1_5156308354,1208,GameComplete,True,False
NA1_5156030927,1556,GameComplete,False,False
